text,gra
and then he was walking to school &-uh with the umbrella even though he was already wet . 715210_718740,	1|5|LINK 2|5|JCT 3|5|SUBJ 4|5|AUX 5|0|ROOT 6|5|JCT 7|6|POBJ 8|5|JCT
Cinderella and her father &-um lived in a lovely home with her dog . 723621_733011,	1|5|SUBJ 2|1|CONJ 3|4|DET 4|2|COORD 5|0|ROOT 6|5|JCT 7|9|DET 8|9|MOD
and &+h father brings home the stepmother and two stepdaughters . 733153_738643,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|6|DET 6|3|OBJ 7|6|CONJ 8|9|QUANT
and introduces them to Cinderella . 739516_741546,	1|2|LINK 2|0|ROOT 3|2|OBJ 4|2|JCT 5|4|POBJ 6|2|PUNCT
and she's very happy to meet them . 742800_743320,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|JCT 5|3|PRED 6|7|INF 7|5|XMOD 8|7|OBJ
&-um and then very quickly the stepmother and the stepdaughters become &-um mean . 748416_753096,	1|6|LINK 2|4|JCT 3|4|JCT 4|6|JCT 5|6|DET 6|10|SUBJ 7|6|CONJ 8|9|DET
they start being mean to Cinderella and ordering her around . 754900_756500,	1|2|SUBJ 2|0|ROOT 3|2|OBJ 4|3|POSTMOD 5|4|JCT 6|5|POBJ 7|2|CONJ
making her take care of them and do everything for them . 756593_759483,	1|0|INCROOT 2|3|SUBJ 3|1|COMP 4|3|OBJ 5|4|NJCT 6|5|POBJ 7|3|CONJ
and wash and clean the house and &-um do all of the chores . 760316_764046,	1|0|INCROOT 2|1|COORD 3|2|CONJ 4|3|COORD 5|6|DET 6|4|OBJ 7|2|CONJ
and Cinderella feels sad . 764665_766315,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|3|PUNCT
&-um but she has her [//] the little animals around the house . 766775_770785,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|6|DET 5|6|MOD 6|3|OBJ 7|6|NJCT 8|9|DET
the dog and the little mice and the birds . 770850_773970,	1|2|DET 2|0|INCROOT 3|2|CONJ 4|6|DET 5|6|MOD 6|3|COORD 7|2|CONJ 8|9|DET
and that keeps her happy . 775060_775450,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|DET 5|3|OBJ 6|3|PUNCT
and then the [/] &-uh the king where they live tells the prince that he needs to get married . 781310_783540,	1|8|LINK 2|8|JCT 3|4|DET 4|8|SUBJ 5|7|LINK 6|7|SUBJ 7|4|CMOD 8|0|ROOT
it's time for him to marry . 783591_785001,	1|2|SUBJ 2|0|ROOT 3|2|PRED 4|3|NJCT 5|4|POBJ 6|7|INF 7|3|XMOD 8|2|PUNCT
and &-uh they're going to have a big ball to &+a &-um invite all of the people in the kingdom for him to choose his bride . 785935_794955,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|6|INF 6|4|COMP 7|9|DET 8|9|MOD
and the stepmother finds the invitations to +... 795400_799240,	1|4|LINK 2|3|DET 3|4|SUBJ 4|0|ROOT 5|6|DET 6|4|OBJ 7|6|OM 8|4|PUNCT
&-um and her and the stepdaughters are planning on going . 803003_803923,	1|7|LINK 2|6|DET 3|2|CONJ 4|5|DET 5|3|COORD 6|7|AUX 7|0|ROOT 8|7|JCT
and they laugh and tell Cinderella she can't go . 806683_807523,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|CONJ 5|4|COORD 6|5|OBJ 7|10|SUBJ
<they lock her in> [//] I think they lock her in a [/] a room . 807776_813066,	1|2|SUBJ 2|0|ROOT 3|4|SUBJ 4|2|COMP 5|4|OBJ 6|4|JCT 7|8|DET 8|6|POBJ
and &-um she finds a trunk with a beautiful dress in it . 813341_814531,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|DET 5|3|OBJ 6|3|JCT 7|9|DET 8|9|MOD
and lays it out . 818833_819113,	1|2|LINK 2|0|ROOT 3|2|OBJ 4|2|JCT 5|2|PUNCT
but then they come in . 820020_820110,	1|4|LINK 2|4|JCT 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|4|PUNCT
and they [/] they rip it an(d) laugh at her . 821960_823580,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|OBJ 5|3|CONJ 6|5|COORD 7|6|NJCT 8|7|POBJ
and they rip it apart . 824611_824991,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|OBJ 5|3|JCT 6|3|PUNCT
and she's very sad . 825798_826548,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|JCT 5|3|PRED 6|3|PUNCT
well ‡ they go to the ball . 826601_826751,	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|7|DET 7|5|POBJ 8|4|PUNCT
and her animal friends and the fairy godmother comes . 829758_831988,	1|9|LINK 2|4|DET 3|4|MOD 4|9|SUBJ 5|4|CONJ 6|8|DET 7|8|MOD 8|5|COORD
and &-um they help her . 835380_835480,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|OBJ 5|3|PUNCT
and &-um the fairy godmother uses her wand . 840160_841560,	1|5|LINK 2|4|DET 3|4|MOD 4|5|SUBJ 5|0|ROOT 6|7|DET 7|5|OBJ 8|5|PUNCT
and a beautiful new dress for Cinderella . 843883_844613,	1|5|LINK 2|5|DET 3|5|MOD 4|5|MOD 5|0|INCROOT 6|5|NJCT 7|6|POBJ
and the little mice and all the animals they turn into a coach and &-um (.) white horses to pull the coach . 845233_854453,	1|10|LINK 2|4|DET 3|4|MOD 4|10|JCT 5|4|CONJ 6|8|QUANT 7|8|DET 8|5|COORD
and she has on glass slippers . 855720_856270,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|6|MOD 6|4|POBJ 7|3|PUNCT
and the fairy godmother tells her to have a good time . 857663_860223,	1|5|LINK 2|4|DET 3|4|MOD 4|5|SUBJ 5|0|ROOT 6|5|OBJ 7|8|INF 8|5|COMP
<and to be home> [//] the only thing is she needed to be back by midnight . 860468_866268,	1|3|DET 2|3|QUANT 3|4|SUBJ 4|0|ROOT 5|6|SUBJ 6|4|CPRED 7|8|INF 8|6|COMP
and not to be later because everything would return as it was . 868545_870345,	1|4|LINK 2|3|NEG 3|4|INF 4|0|ROOT 5|4|JCT 6|9|LINK 7|9|SUBJ 8|9|AUX
and &-um so Cinderella goes . 872935_873565,	1|4|LINK 2|4|COM 3|4|SUBJ 4|0|ROOT 5|4|PUNCT
and the prince falls in love with her . 874015_875155,	1|4|LINK 2|4|DET 3|4|MOD 4|0|INCROOT 5|4|NJCT 6|5|POBJ 7|4|NJCT
and they dance . 876421_876541,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|PUNCT
and he thinks she's beautiful . 876738_877938,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|SUBJ 5|3|COMP 6|5|PRED 7|3|PUNCT
and they have a good time . 878830_879070,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|6|DET 5|6|MOD 6|3|OBJ 7|3|PUNCT
and the stepsisters and the stepmother are jealous . 879300_882290,	1|7|LINK 2|3|DET 3|7|SUBJ 4|3|CONJ 5|6|DET 6|4|COORD 7|0|ROOT 8|7|PRED
&-um Cinderella suddenly realizes the clock is &-um saying that it's twelve o'clock .,	1|3|SUBJ 2|3|JCT 3|7|JCT 4|5|DET 5|3|OBJ 6|7|AUX 7|0|ROOT 8|10|LINK
and &-um so she hurries down the stairs . 890836_893196,	1|4|LINK 2|4|COM 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|7|DET 7|5|POBJ 8|4|PUNCT
and loses one of her glass slippers . 893331_894981,	1|2|LINK 2|0|ROOT 3|2|OBJ 4|3|JCT 5|7|DET 6|7|MOD 7|4|POBJ 8|2|PUNCT
and makes it home . 895625_896105,	1|2|LINK 2|0|ROOT 3|2|OBJ 4|2|JCT 5|2|PUNCT
and she remembers how beautiful everything was and what a good time she had . 896738_900528,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|7|LINK 5|7|JCT 6|7|SUBJ 7|3|COMP 8|7|CONJ
and then the next day the &-um groomsman of the prince comes around with the glass slipper to find who it fits . 913951_914081,	1|11|LINK 2|11|JCT 3|5|DET 4|5|MOD 5|11|JCT 6|7|DET 7|11|SUBJ 8|7|NJCT
and &+h it fits Cinderella .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|OBJ 5|3|PUNCT
and &-um so they live happily ever after . 915788_920178,	1|4|LINK 2|4|COM 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|7|JCT 7|4|JCT 8|4|PUNCT
(o)kay . [+ exc] 60_110,	1|0|INCROOT 2|1|PUNCT
you bring out the bread an(d) the peanut butter an(d) the jelly . 4216_4306,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|5|DET 5|2|OBJ 6|5|CONJ 7|9|DET 8|9|MOD
an(d) you get a butter knife . 4446_4686,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|6|DET 5|6|MOD 6|3|OBJ 7|3|PUNCT
an(d) you open &=ges,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|DET 5|3|OBJ 6|5|NJCT 7|6|POBJ 8|3|PUNCT
you bring &=ges,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|5|DET 5|3|POBJ 6|2|PUNCT
you &=ges,	1|2|SUBJ 2|0|ROOT 3|4|QUANT 4|2|OBJ 5|2|JCT 6|2|PUNCT
open the jar of peanut butter . 11150_12830,	1|0|ROOT 2|3|DET 3|1|OBJ 4|3|NJCT 5|6|MOD 6|4|POBJ 7|1|PUNCT
open the jar of jelly .,	1|0|ROOT 2|3|DET 3|1|OBJ 4|3|NJCT 5|4|POBJ 6|1|PUNCT
put &=ges,	1|0|ROOT 2|3|MOD 3|1|OBJ 4|1|JCT 5|6|QUANT 6|4|POBJ 7|1|JCT 8|9|DET
&=ges,	1|0|ROOT 2|1|JCT 3|4|DET 4|2|POBJ 5|1|PUNCT
put &=ges,	1|0|ROOT 2|1|OBJ 3|1|JCT 4|6|DET 5|6|QUANT 6|3|POBJ 7|1|PUNCT
clean &=ges,	1|0|ROOT 2|1|JCT 3|4|DET 4|2|POBJ 5|1|PUNCT
put the two together &=ges,	1|0|ROOT 2|3|DET 3|1|OBJ 4|1|JCT 5|1|PUNCT
&=ges,	1|0|ROOT 2|3|DET 3|1|OBJ 4|1|PUNCT
alright . 23250_23340,	1|0|INCROOT 2|1|PUNCT
I let the dog in and &+a lo_and_behold . 23598_27318,	1|2|SUBJ 2|0|ROOT 3|4|DET 4|2|OBJ 5|2|JCT 6|2|CONJ 7|6|COORD 8|2|PUNCT
what happened was he got a hold of my birthday cake .,	1|2|SUBJ 2|5|CJCT 3|2|OBJ 4|5|SUBJ 5|0|ROOT 6|7|DET 7|5|OBJ 8|7|NJCT
everybody was coming over for the party .,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|JCT 5|3|JCT 6|7|DET 7|5|POBJ 8|3|PUNCT
an(d) mom was re,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|JCT 5|3|PRED 6|3|PUNCT
as the guests entered &=laughs mom was ready to hit the dog with the broom .,	1|4|LINK 2|3|DET 3|4|SUBJ 4|6|CJCT 5|6|SUBJ 6|0|ROOT 7|6|PRED 8|9|INF
I was crying . 38518_39078,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|PUNCT
<an(d) my aunts an(d)> [//] &+un my [/] my friends were coming over with their mom an(d) dad .,	1|2|DET 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|JCT 6|4|JCT 7|8|DET 8|6|POBJ
oh_my_gosh &=ges,	1|6|COM 2|6|JCT 3|6|AUX 4|3|NEG 5|6|SUBJ 6|0|ROOT 7|8|DET 8|6|PUNCT
so ‡ my mom decided she was going to put down the broom .,	1|0|BEG 2|1|BEGP 3|4|DET 4|5|SUBJ 5|0|ROOT 6|8|SUBJ 7|8|AUX 8|5|COMP
an(d) we were going to have the party anyways &=ges,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|6|INF 6|4|COMP 7|8|DET 8|6|OBJ
alright ‡ &-um &-uh my [//] &-um I have trouble &=points,	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|0|ROOT 5|4|OBJ 6|4|JCT 7|8|COM 8|6|POBJ
that &-uh it feels &=ges,	1|2|LINK 2|3|SUBJ 3|0|INCROOT 4|3|COM 5|8|LINK 6|8|SUBJ 7|8|AUX
an(d) the pain will then travel &=ges,	1|6|LINK 2|3|DET 3|6|SUBJ 4|6|AUX 5|6|JCT 6|0|ROOT 7|6|JCT 8|9|DET
<an(d) then it'll &=ges,	1|3|DET 2|3|MOD 3|0|INCROOT 4|3|PUNCT
an(d) it'll tighten &=ges,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|JCT 6|8|DET 7|8|MOD 8|4|OBJ
an(d) the pain will be not &=head,	1|5|LINK 2|3|DET 3|5|SUBJ 4|5|AUX 5|0|ROOT 6|5|NEG 7|8|COORD 8|5|PRED
over &=points,	1|0|INCROOT 2|3|DET 3|1|POBJ 4|1|CONJ 5|4|COORD 6|5|JCT 7|8|DET
&-um &=head,	1|3|COM 2|3|SUBJ 3|0|ROOT 4|3|OBJ 5|6|AUX 6|3|COMP 7|6|JCT 8|3|PUNCT
stay away &=laughs &=ges,	1|0|ROOT 2|1|JCT 3|1|PUNCT
alright ‡ &-um (.) well ‡ when I useta work with young children with disabilities .,	1|0|BEG 2|1|BEGP 3|0|BEG 4|3|BEGP 5|9|LINK 6|9|SUBJ 7|9|AUX 8|9|INF
depending on their ability to speak .,	1|0|INCROOT 2|1|JCT 3|4|DET 4|2|POBJ 5|6|INF 6|1|XJCT 7|1|PUNCT
if they had cerebral palsy .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|MOD 5|3|OBJ 6|3|PUNCT
or if they had &-um &=points,	1|0|INCROOT 2|4|LINK 3|4|SUBJ 4|1|CJCT 5|4|OBJ 6|1|PUNCT
&-um most of them would sign . 104630_105420,	1|5|SUBJ 2|1|NJCT 3|2|POBJ 4|5|AUX 5|0|ROOT 6|5|PUNCT
or they would use their &=ges,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|OBJ 6|4|PUNCT
oh_gosh ‡ what's that board &=ges,	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|7|SUBJ 5|6|DET 6|4|PRED 7|0|ROOT 8|7|PUNCT
the communication &=ges,	1|3|DET 2|3|MOD 3|8|SUBJ 4|3|CONJ 5|6|DET 6|4|COORD 7|8|JCT 8|0|ROOT
&-um so ‡ we would just &-uh give them &-uh ways of making sure that they were able to communicate .,	1|0|BEG 2|1|BEGP 3|6|SUBJ 4|6|AUX 5|6|JCT 6|0|ROOT 7|6|OBJ2 8|6|OBJ
&-um <with them> [//] &+a with us &=points,	1|0|INCROOT 2|3|SUBJ 3|1|POBJ 4|1|PUNCT
&-um an(d) then with my dad towards the very end of his life .,	1|0|INCROOT 2|1|COORD 3|2|JCT 4|5|DET 5|3|POBJ 6|2|JCT 7|9|DET 8|9|JCT
he was having &-um &=hand,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|OBJ 5|3|PUNCT
an(d) so he would kind_of forget &-like where he was an(d) what was going on .,	1|6|LINK 2|6|COM 3|6|SUBJ 4|6|AUX 5|6|JCT 6|0|ROOT 7|9|LINK 8|9|SUBJ
an(d) so we would hafta &-um you_know just kind_of remind him or just ignore &=ges,	1|10|LINK 2|10|COM 3|10|SUBJ 4|10|AUX 5|10|AUX 6|7|INF 7|10|COM
so_that this way he didn't feel like you_know he was losing &=ges,	1|7|LINK 2|3|DET 3|7|JCT 4|7|SUBJ 5|7|AUX 6|5|NEG 7|0|ROOT 8|7|COM
okay ‡ &-um my father was diagnosed &-um terminally ill .,	1|0|BEG 2|1|BEGP 3|4|DET 4|6|SUBJ 5|6|AUX 6|0|ROOT 7|8|JCT 8|6|JCT
he was eighty years old . 147706_148206,	1|2|SUBJ 2|0|ROOT 3|4|QUANT 4|5|MOD 5|2|PRED 6|2|PUNCT
so ‡ &-um it wasn't particularly a big shock to all of us .,	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|0|ROOT 5|4|NEG 6|4|JCT 7|9|DET 8|9|MOD
<but &-um on the> [//] &+d &-uh and my &-uh place where I was working at the time knew that he was ill &-um an(d) dying .,	1|11|LINK 2|3|DET 3|11|SUBJ 4|7|LINK 5|7|SUBJ 6|7|AUX 7|3|CMOD 8|7|JCT
and on the week that he really started &=ges,	1|0|INCROOT 2|1|JCT 3|4|DET 4|2|POBJ 5|8|LINK 6|8|SUBJ 7|8|JCT 8|4|CMOD
that Monday my &-uh boss asked me if we wouldn't mind &-um ending my job in a few weeks .,	1|5|LINK 2|5|LINK 3|4|DET 4|5|SUBJ 5|0|ROOT 6|5|OBJ 7|11|LINK 8|11|SUBJ
even &=head,	1|2|JCT 2|4|JCT 3|4|SUBJ 4|0|ROOT 5|4|NEG 6|9|LINK 7|9|SUBJ 8|9|AUX
so ‡ in a week's time &=ges,	1|0|BEG 2|1|BEGP 3|8|JCT 4|6|DET 5|6|MOD 6|3|POBJ 7|8|SUBJ 8|0|ROOT
so ‡ not really you_know knowing what to do or whatever I was a little bit paralyzed for awhile as to what to do where to go &+wha what to even think .,	1|0|BEG 2|1|BEGP 3|4|NEG 4|6|JCT 5|6|COM 6|0|ROOT 7|9|LINK 8|9|INF
so ‡ &-um I just &-uh &-uh tried to make the best of it .,	1|0|BEG 2|1|BEGP 3|5|SUBJ 4|5|JCT 5|0|ROOT 6|7|INF 7|5|COMP 8|9|DET
made the connections . 185825_186205,	1|0|ROOT 2|3|DET 3|1|OBJ 4|1|PUNCT
a,	1|2|LINK 2|0|ROOT 3|2|JCT 4|2|JCT 5|6|DET 6|4|POBJ 7|9|SUBJ 8|9|AUX
so ‡ made it out &=laughs . 189765_189855,	1|0|BEG 2|1|BEGP 3|0|ROOT 4|3|OBJ 5|3|JCT 6|3|PUNCT
gosh &-um +... [+ exc] 191168_191238,	1|0|INCROOT 2|1|PUNCT
okay ‡ &-um my_goodness . [+ exc] 194961_194991,	1|0|BEG 2|1|BEGP 3|0|INCROOT 4|3|PUNCT
&-um I would say this &+l lady was,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|5|DET 5|8|SUBJ 6|8|AUX 7|8|JCT 8|3|COMP
and &-um she held onto a tree for dear life &=ges,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|6|DET 6|4|POBJ 7|3|JCT 8|9|MOD
and a rescuer who &=ges,	1|11|LINK 2|3|DET 3|11|SUBJ 4|5|LINK 5|3|CMOD 6|5|JCT 7|5|JCT 8|9|DET
and &-uh &+w was attempting to rescue &=ges,	1|3|LINK 2|3|AUX 3|0|ROOT 4|5|INF 5|3|COMP 6|5|OBJ 7|5|JCT 8|9|DET
okay . [+ exc] 220650_220720,	1|0|INCROOT 2|1|PUNCT
alright ‡ little boy was outside playing an(d) having a good time when he was kicking his soccer ball .,	1|0|BEG 2|1|BEGP 3|4|MOD 4|7|SUBJ 5|7|AUX 6|7|JCT 7|0|ROOT 8|7|CONJ
an(d) his soccer ball went through his front window .,	1|5|LINK 2|4|DET 3|4|MOD 4|5|SUBJ 5|0|ROOT 6|5|JCT 7|9|DET 8|9|MOD
dad was sittin(g) down an(d) watching t_v at the time when the soccer ball coming through the window startled him .,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|3|JCT 5|3|CONJ 6|5|COORD 7|6|OBJ 8|6|JCT
he picked up the ball an(d) walked towards the window an(d) yelled something out towards me &=ges,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|5|DET 5|3|POBJ 6|2|CONJ 7|6|COORD 8|7|JCT
early one school morning a little boy an(d) his mom were getting ready to go .,	1|2|JCT 2|4|QUANT 3|4|MOD 4|12|JCT 5|7|DET 6|7|MOD 7|12|SUBJ 8|7|CONJ
mom handed the little [//] &+umb the umbrella to the little boy .,	1|2|SUBJ 2|0|ROOT 3|5|DET 4|5|DET 5|2|OBJ 6|2|JCT 7|9|DET 8|9|MOD
"an(d) he said +""/. 248515_248565",	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|PUNCT
"+"" Mom ‡ &=hand",	1|0|BEG 2|1|BEGP 3|6|SUBJ 4|6|AUX 5|4|NEG 6|0|ROOT 7|8|DET 8|6|OBJ
"+"" I'm going to be fine . 250428_251088",	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|5|INF 5|3|COMP 6|5|PRED 7|3|PUNCT
an(d) he turned an(d) he left outside the door .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|6|LINK 5|6|SUBJ 6|3|CJCT 7|6|JCT 8|9|DET
as he was walking to school it started to rain .,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|8|CJCT 5|4|JCT 6|5|POBJ 7|8|SUBJ 8|0|ROOT
it started to rain even harder an(d) harder an(d) puddles were forming .,	1|2|SUBJ 2|0|ROOT 3|2|JCT 4|3|POBJ 5|6|JCT 6|2|JCT 7|6|CONJ 8|7|COORD
so ‡ he ran home . 259708_259947,	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|4|PUNCT
mom not very happy that he was all wet (.) scolded him .,	1|0|INCROOT 2|1|NEG 3|4|JCT 4|1|POSTMOD 5|7|LINK 6|7|SUBJ 7|4|CMOD
an(d) he <took the umbrella an(d) walked> [//] &+t changed his clothes . 269313_269383,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|DET 5|3|OBJ 6|3|PUNCT
&=ges,	1|0|ROOT 2|3|DET 3|1|OBJ 4|1|PUNCT
&=points an(d) walked back to school &=ges,	1|2|LINK 2|0|ROOT 3|2|JCT 4|2|JCT 5|4|POBJ 6|2|PUNCT
alright ‡ when &+cindewel Cinderella was a young girl her father remarried .,	1|0|BEG 2|1|BEGP 3|5|LINK 4|5|SUBJ 5|0|ROOT 6|8|DET 7|8|MOD 8|5|PRED
and &-um brought home her stepmom an(d) her two stepdaughters .,	1|2|LINK 2|0|ROOT 3|2|JCT 4|5|DET 5|2|OBJ 6|5|CONJ 7|9|DET 8|9|QUANT
soon after he remarried &=hands,	1|2|JCT 2|7|LINK 3|7|SUBJ 4|7|LINK 5|6|DET 6|7|SUBJ 7|0|ROOT 8|7|PUNCT
an(d) her wicked stepmother made her do all the &=ges,	1|5|LINK 2|4|DET 3|4|MOD 4|5|SUBJ 5|0|ROOT 6|7|SUBJ 7|5|COMP 8|10|QUANT
an(d) she became the maid . 290746_290926,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|5|DET 5|3|PRED 6|3|PUNCT
an(d) she was forced to sleep outside with the animals .,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|0|ROOT 5|4|JCT 6|5|POBJ 7|4|JCT 8|4|JCT
okay ‡ what happens next ? [+ exc] 311690_313380,	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|4|PUNCT
as she's cleaning she looks outside the window .,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|6|CJCT 5|6|SUBJ 6|0|ROOT 7|6|JCT 8|9|DET
an(d) she looks at the castle wondering one day when her prince is going to come .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|JCT 5|6|DET 6|4|POBJ 7|3|XJCT 8|9|QUANT
inside the castle the king was talking to his first in command about how his son needed to get married .,	1|7|JCT 2|3|DET 3|1|POBJ 4|5|DET 5|7|SUBJ 6|7|AUX 7|0|ROOT 8|7|JCT
it was time <for the> [//] for him to start taking over the throne .,	1|2|SUBJ 2|0|ROOT 3|2|PRED 4|3|NJCT 5|4|POBJ 6|3|NJCT 7|6|POBJ 8|2|XJCT
xxx happens next ? [+ exc],	1|0|ROOT 2|1|JCT 3|1|PUNCT
so ‡ the &+b king decides to announce that there's going to be a ball where the prince is going to be able to &-um meet all the eligible young girls in the &-um kingdom .,	1|0|BEG 2|1|BEGP 3|4|DET 4|5|SUBJ 5|0|ROOT 6|7|INF 7|5|COMP 8|10|LINK
Cinderella is told <if she gets all of her> [//] &-um if all of her chores are done then she can &-uh go to (th)e ball .,	1|3|SUBJ 2|3|AUX 3|0|ROOT 4|10|LINK 5|10|SUBJ 6|5|NJCT 7|8|DET 8|6|POBJ
&+an but she &=hands,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|6|SUBJ 5|6|INF 6|0|ROOT 7|6|PUNCT
so ‡ she goes upstairs . 332590_333170,	1|0|BEG 2|1|BEGP 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|4|PUNCT
an(d) she realizes that she has an old chest <with her mom's> [/] with her mom's &-um old dress an(d) some other things .,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|6|LINK 5|6|SUBJ 6|3|COMP 7|9|DET 8|9|MOD
<she is> [/] &-um she is &-uh <she doesn't have any> [//] because she has so many chores she's not able to actually fix up her dress .,	1|2|SUBJ 2|0|ROOT 3|7|LINK 4|7|SUBJ 5|7|AUX 6|7|JCT 7|8|QUANT 8|2|PRED
&-um so ‡ while she is working the animals that she (h)as befriended make &=ges,	1|0|BEG 2|1|BEGP 3|6|LINK 4|6|SUBJ 5|6|AUX 6|0|ROOT 7|8|DET 8|6|OBJ
and &-um <she then> [//] &-um &+sh as she's getting ready &-um her [/] &+sist her stepsisters &-um s,	1|5|LINK 2|5|LINK 3|5|SUBJ 4|5|AUX 5|0|ROOT 6|5|PRED 7|8|DET 8|9|SUBJ
&-um an(d) then they &=ges,	1|4|LINK 2|4|JCT 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|4|PUNCT
as she's crying &+th her &-um fairy godmother comes an(d) turns the &-uh pumpkin into a coach .,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|8|CJCT 5|7|DET 6|7|MOD 7|8|SUBJ 8|0|ROOT
an(d) the mice into &-um &-uh &+foot footmen and a horse .,	1|0|INCROOT 2|3|DET 3|1|COORD 4|3|NJCT 5|4|POBJ 6|3|CONJ 7|8|DET
an(d) take &=ges,	1|2|LINK 2|0|ROOT 3|2|OBJ 4|2|JCT 5|6|DET 6|4|POBJ 7|2|PUNCT
&-uh when she arrives at the ball the prince decides he wants to dance with her an(d) falls madly in love with her .,	1|3|LINK 2|3|SUBJ 3|9|CJCT 4|3|JCT 5|6|DET 6|4|POBJ 7|8|DET 8|9|SUBJ
but she hasta remember that &+w the [//] her fairy god^t^mother [,	1|5|LINK 2|5|SUBJ 3|5|AUX 4|5|INF 5|0|ROOT 6|10|LINK 7|9|DET 8|9|MOD
so ‡ as she's dancing she [//] her [//] she hears the bells ring .,	1|0|BEG 2|1|BEGP 3|6|LINK 4|6|SUBJ 5|6|AUX 6|8|CJCT 7|8|SUBJ 8|0|ROOT
an(d) so she takes &=ges,	1|4|LINK 2|4|COM 3|4|SUBJ 4|0|ROOT 5|4|JCT 6|4|XJCT 7|4|PUNCT
an(d) she loses one of her glass slippers . 425690_425790,	1|3|LINK 2|3|SUBJ 3|0|ROOT 4|3|OBJ 5|4|JCT 6|8|DET 7|8|MOD 8|5|POBJ
&-um <while she is> [//] &+r the prince wants to know her name an(d) she's [//] she never tells the prince anything .,	1|2|DET 2|3|SUBJ 3|0|ROOT 4|5|INF 5|3|COMP 6|7|DET 7|5|OBJ 8|11|LINK
just leaves the glass slipper . 425960_426050,	1|2|JCT 2|0|ROOT 3|5|DET 4|5|MOD 5|2|OBJ 6|2|PUNCT
<so while she is> [/] &-um <so while she is &-uh running> [//] &+ho while she is &=ges,	1|4|LINK 2|4|SUBJ 3|4|AUX 4|11|CJCT 5|4|JCT 6|4|JCT 7|8|DET 8|6|POBJ
