text,intra_sentence_similarity
I said,0.5259465575218201
I couldnt talk,0.4036474823951721
and and then it was like February and they say,0.3078958988189697
I said,0.5259465575218201
and then then then and youknow and then one thing about HelenHayes they never talk about aphasia,0.37967193126678467
youknow,1.0
a few times but I didnt know what aphasia was,0.2602030336856842
and my speech teachers they said,0.3164655864238739
so,0.9999999403953552
but but the doctors never,0.5299608707427979
she never,0.7539462447166443
the doctors,0.6192945837974548
I didnt know because and I would I was thinking that Im gonna get youknow well and I can drive again,0.2645835280418396
but and youknow once I was like the ladies explained it to me,0.27271518111228943
and then the and Jeannine and Karen and dksu,0.457671195268631
when I got here theres youknow its gonna be better but its not gonna be all the time youknow,0.22653666138648987
so Im Im dealing with it,0.27965039014816284
but this I this was like a lifesaver to me because I I think all about how Im gonna,0.3092016875743866
they then they they say,0.6497189402580261
and and I said,0.3638404905796051
one of the things I have,0.3741188049316406
I useta read all the time,0.38751086592674255
now I,0.660155713558197
I tried and tried and tried,0.4737575948238373
but,1.0000001192092896
I I I cant I cant do it,0.5068213939666748
so,0.9999999403953552
well this place it plpsu,0.5255008339881897
so I one of the classes I take is BookClub,0.2685687243938446
its I I its my favorite class the BookClub,0.2868956923484802
ohboy if I have no Adler I I dont know what I would do,0.39057236909866333
because Im I Im I was an active guy,0.26256275177001953
I was an iron worker in NewYorkCity,0.24496228992938995
and and then and then I have a heart attack,0.38289210200309753
and but I I I was getting around,0.3830588459968567
and then I had a stroke and I said whoa boy,0.23097291588783264
and then I and then I say whoa,0.3349998891353607
and then I I cant even read or nothing,0.31145626306533813
I said,0.5259465575218201
and I didnt even like television,0.2953723073005676
oh oh I could write a book,0.27400365471839905
I I have alotof things happen to me,0.3989427089691162
but,1.0000001192092896
I have three children,0.3869134783744812
and youknow and youknow my u ught wife she have she no,0.2399352639913559
well I I I I dont wanna talk about it while Gretchen is there but but she had tough deliveries,0.27731212973594666
but when my r daughter was born,0.23526257276535034
and she liked to go there,0.30341771245002747
and we didnt make it,0.3146813213825226
and we and the the baby come out,0.35582542419433594
and and I I dlivdu,0.4510398209095001
my son,0.5353220701217651
its the,0.8238198161125183
yeah I I I got them the I I have them at the hospital,0.3347614109516144
and u,0.44778406620025635
and then I just get in and and it was she couldnt call me,0.2649041414260864
I a nurse geu,0.4287661015987396
I said,0.5259465575218201
I said,0.5259465575218201
and I said,0.32917967438697815
it was ohboy I I never I I Im not I I I think Ive its appropriate not appropriate for you to you to to see that but,0.37030261754989624
it it and but important r person in my life xxx,0.2762819528579712
and she shes a she is a youknow I know,0.26988041400909424
I cant deny I Im my daughter was the best thing that ever,0.22894921898841858
I have two sons good good good sons,0.3496644198894501
but my daughter is shes the best,0.24476763606071472
and,1.0
you didnt know that one I I delivered to Gloranne right,0.35713568329811096
thats it,0.5068684816360474
I I I I I I I I I I,0.9999994039535522
I what mighta made me think of that I dont know but maybe,0.36612460017204285
okay,0.9999999403953552
okay,0.9999999403953552
the the the kids playing with the soccer ball,0.4021212160587311
and his father watching the tv,0.3474525809288025
and maybe but it but it they tick,0.49265244603157043
and the the fathers mad,0.4071615934371948
thats all,0.482988566160202
www,1.0000001192092896
okay the the the kid theres a little,0.3129153251647949
I dont know,0.538106381893158
its a boy or a girl,0.3379412293434143
but a mother tells her kid to its gonna rain,0.21525129675865173
and the the kid dont wanna take the umbrella,0.2320416420698166
and then hes raining out and in,0.3354802131652832
and mommy knows best,0.29218828678131104
and the the kid got the umbrella,0.3456006646156311
www,1.0000001192092896
okay,0.9999999403953552
Suzy cat the the the the the cat the the the,0.5232060551643372
Suvy is get the the the the the kitten,0.463644802570343
the the kitten and,0.48399266600608826
he he got the the the kitten the cat he gonna stuck up a tree,0.2264348715543747
and the father wants to help them but he,0.38896051049232483
and the dogs are barking,0.43665969371795654
and he hes just he he the poppa is having a tough day,0.253756046295166
and then he hafta to get a fireman who how to get him out the tree,0.25904402136802673
he looks like,0.4546937346458435
maybe a Hurricane Katrina,0.3199637532234192
he he a rescue guy that is going t t,0.24669699370861053
he he he is drowning in he he he like maybe its a river,0.3268665373325348
and then the girl and the rescue worker hafta try to get a belt,0.2378309965133667
and and and hes having a rough time getting the belt through to the little the young girl,0.3347639739513397
I just told you I have a daughter,0.3747018575668335
yeah,1.0
www,1.0000001192092896
well she she Cinder Cinderella she she she had a stepmother and two stepsisters,0.37455037236213684
and they they a be mean to her all the time,0.3616449534893036
and then and there was gonna be a ball,0.24720381200313568
and and a firey,0.5073094964027405
and and all and the mouses,0.5605974793434143
and and then he he she turns Cinderella into a princess,0.33041754364967346
and he they go to the ball,0.3261888027191162
and then and then the prince he he he likes her youknow,0.3603117763996124
but she got in her carriage and everything but he she hasta be home by twelve twelve oclock,0.23439204692840576
and then and and when she and she because of she she loses all of the stuff youknow,0.3184509873390198
and e she and and she run,0.3476284444332123
and then she loses her shoe,0.3288225829601288
and then the the the prince he he goes all ok looking for the countryside looking for the glass skipper,0.30297425389289856
and everything and then and e and then allofasudden she said,0.40245065093040466
and they say,0.43930864334106445
and he said,0.37295207381248474
and they and they happy ever after,0.44266292452812195
www,1.0000001192092896
Id order it in a deli,0.22995434701442719
ah the heck,0.3202159106731415
bread peanut butter jelly,0.696031391620636
and then then you make a sandwich,0.3939629793167114
I dont know I wasnt a,0.3294956088066101
okay,0.9999999403953552
thats it,0.5068684816360474
youknow WholeFoods,0.44112321734428406
nine dollars for a jar of peanut butter,0.2370118498802185
and I said,0.32917967438697815
not good,0.697378933429718
Im not Im not good at this,0.2791891098022461
Im not good at this,0.27752962708473206
oh s yes one two three four five years ago,0.28601449728012085
xxx five years ago yeah,0.2608422040939331
I dont know,0.538106381893158
yeah I know it but I have I I have I I have I have I I I I,0.6170673966407776
wait a second,0.4201453924179077
I learned du,0.3504801392555237
when I have a I have a I have a I have a,0.4219276010990143
all of it for one,0.3903070092201233
allofasudden,0.0
I was sleeping,0.42998257279396057
I was I h I was in the I was in the I I I I was the the the Overbrook Hospital,0.2778218388557434
and allofasudden,1.0
allofasudden boomo,0.0
some,0.9999998211860657
and thats it now,0.38703468441963196
it was it was terrible,0.4920484125614166
well I I yeah well a alot of them,0.2846290171146393
I I went to I went to Overbrook hospital for about about a year ago over a year ago,0.2134057879447937
trying these the cat the dog,0.365703821182251
anyway whattya,0.9999999403953552
its a the,0.6470006108283997
anyway I tried myself the books books,0.3772909641265869
and I and I and I and I n I I was I was in the and I was at Overbrook Hospital,0.24626190960407257
and I I went to I went to the the hospital,0.3058958351612091
though I so I I went to at the at the the Overbrook hospital,0.2560817301273346
I got the the two days of intensive the,0.3112267851829529
Imean Im not sure about this but,0.38081303238868713
weights and everything xxx,0.3776443600654602
and and I tried,0.4223315119743347
I I I I four five years ago I said I I I Ill be Ill be,0.31561943888664246
Overbrook Hospital has the y a the weights and everything for weights and everything,0.30967047810554504
so I went to now I went to I I went to,0.3821161687374115
about four years ago I was at MontclairStateUniversity,0.2491304874420166
and I was I was in the and and I was the at ldu,0.30889445543289185
thats thats the best I can do really I guess,0.33707454800605774
I went to I went to Tampa too trying this,0.30624526739120483
no yeah thats about it I guess,0.3647848963737488
it was four years ago,0.3023461401462555
oh yeah sure,0.5840729475021362
oh yeah,0.8460387587547302
language,1.0000001192092896
okay,0.9999999403953552
well I was in the Navy,0.2862290143966675
I was in the Navy,0.3024890422821045
when I was a boy a young man I have the I have the at at at the,0.2551525831222534
can I see a pen,0.2983682155609131
thankyou,1.0
I forces,0.48447927832603455
I,1.0
well anyway,0.6062225103378296
I I I went I went to I went to the Navy for years,0.289315789937973
and I was oh I was I was in the Ol Cl Sl at Newport in Virginia Newport,0.16370327770709991
and then then I was they I was the I was the I was the the a carrier for the the the the the Forrestal Forrestal three years,0.3383863866329193
I like it,0.5861669182777405
I like it here yeah,0.512127697467804
and so I went to and I I went to four years four years at the the the For Forrestal the the ship,0.235054150223732
and then I was a training officer for about about boy about,0.2871229946613312
I was about about r forty one r,0.28478026390075684
here,1.0
twenty one two three four five five five,0.8106381297111511
I have this a problem with this,0.432669073343277
twenty year twenty nine years anyway I I was a reserve,0.2853098511695862
so I was about about I was I was,0.4116482138633728
now thats the problem I cant spell it,0.27019983530044556
yeah thats right,0.40247178077697754
I serve very good,0.40014219284057617
I cant do,0.5267292857170105
thats right,0.5069849491119385
and it was a good it was good,0.3553430438041687
good,0.9999999403953552
yeah sure,0.6670705080032349
yeah,1.0
okay,0.9999999403953552
okay,0.9999999403953552
well a a son has the ball,0.3118501305580139
a kid or a boy was has the basketball or or or a hockey player anyway,0.23254427313804626
and kicking and he was kicking the ball,0.38308292627334595
and it was good it was good,0.37046822905540466
anyway blku,0.9999999403953552
he was he was he was he was knocking the door,0.45347654819488525
and allofasudden boomo,1.0
his the house right in the house right in the house,0.45629221200942993
and the light was the the the lamp was lost,0.4231629967689514
and boomo,1.0
and then the he was he he and he says,0.4041156768798828
hey boy was looking at the he was he was on he was the man was looking in the the what happened here,0.2696751356124878
and it was good there it was good there but it look at it it was it,0.38268086314201355
the the man was it was it was yes and no,0.31050658226013184
is it was it was good but and bad,0.3548122048377991
and allofasudden boomo,1.0
it was in the the at the,0.42626139521598816
good,0.9999999403953552
thats a problem,0.432260125875473
I cant do it here,0.43463268876075745
window,1.0
thats right,0.5069849491119385
thats right,0.5069849491119385
thats right,0.5069849491119385
sure,0.9999998807907104
okay,0.9999999403953552
well the the mother as far as as the mother was at the the the the oh a b umbrella,0.32039695978164673
and the sin,0.4797312319278717
and so he went to the he went to he went he went to the he was he was the the couldnt get,0.3044895529747009
ohboy and he couldnt get home,0.2745695412158966
not the umbrella boy,0.33052995800971985
but,1.0000001192092896
anyway it would its a it was,0.3956892192363739
finally he went to the the door and and,0.38976314663887024
and I couldnt I u I couldnt I u boy finally,0.3405795395374298
so we went,0.46537843346595764
Ill go into the school here,0.2591641843318939
I,1.0
xxx,1.0
ohboy,0.0
oh yeah,0.8460387587547302
well okay,0.538446307182312
I was I I I have a I have a I have a dog,0.40318095684051514
and allofasudden I was fine,0.3133065700531006
I was good,0.41098737716674805
all the way down all the theres the cat on the o,0.29646241664886475
oh I I was right at the right in the,0.25865018367767334
oh the cat,0.29301726818084717
but but,1.0
but it was okay,0.4368840456008911
it was the the the the dog was was okay but his,0.3498629629611969
the the the the dog was okay but but they couldnt,0.330931693315506
I a,0.538506031036377
oh it was not o good but I couldnt get it here,0.2962411642074585
and allofasudden he would go he and and whats happened is he the,0.2673463225364685
what do you call what do you call it,0.5197111368179321
I dont I dont know what it,0.48692891001701355
right here,0.8081449270248413
and allofasudden he couldnt get l the the the the tree couldnt get this,0.27715519070625305
I couldnt get here,0.41891953349113464
so the dog was here,0.3228168189525604
and that the the fireman is right here,0.43834519386291504
because because here we go,0.5385311245918274
because the man is here,0.4103265404701233
what was it called,0.37001726031303406
the,0.9999997019767761
ohboy,0.0
theres a a a sparrow was a sparrow was looking in this,0.3348545432090759
thats it,0.5068684816360474
Im not xxx Im not good at this,0.2467528134584427
yes,0.9999998807907104
thats the problem with it,0.39524537324905396
god damn it,0.517623245716095
well the the the the rain was terrible,0.4713847041130066
absolutely terrible,0.770849347114563
and raining about maybe two or three days ago,0.270116925239563
allofasudden the the the the the the the river overflowing,0.7741990089416504
and all a and fine but allofasudden the girl,0.3602129817008972
the girl,0.46569687128067017
and boy the tvu,0.4061122238636017
and allofasudden boomo,1.0
the,0.9999997019767761
I try I I I oh the river boomo,0.3921019732952118
I I and the I was I was right there,0.3600732088088989
I I I was I was I was terrible like this,0.44481027126312256
and and have,0.6954643726348877
allofasudden,0.0
and and luckily luckily the the the the police or the,0.436109334230423
and allofasudden boomo,1.0
and and,0.9999998211860657
and boomo,1.0
I got the girl,0.338478147983551
and,1.0
I dont know,0.538106381893158
I I do I do,0.7317693829536438
oh sure,0.551054835319519
I dont know well see,0.4229944348335266
oh,0.9999998807907104
www,1.0000001192092896
when I when when I was a boy,0.41402357816696167
Cira Cinderella was was about about about ten years old or something like this,0.2189732789993286
or Im not sure about the name but,0.2601054012775421
and the the allofasudden a man the the mother died,0.4359182119369507
and the man has one the man and the and and Ciner Cinderella was in he would go,0.27734819054603577
and sudden the the the a a a a a a man a man a a a wife a wife the wife was two,0.4167828857898712
and allofasudden he he the the man and woman has a married,0.3322693407535553
and allofasudden that was it that was it boy,0.4018666744232178
boy because Cinderella was is was good was friendly and nice and everything,0.28039538860321045
but allofasudden the the two womens,0.4719812870025635
and the and the wife was awful too,0.3069140315055847
and so so I was my my my my my the the son the the man was died too,0.27104997634887695
and that was that was it because boy I was I was terrible like this,0.36246752738952637
and so I I was I was I I I I u I I couldnt get the I I go to the the shirt s,0.31735679507255554
so so the allofasudden I have the Cinderella has the it was good at the the the it was good,0.3025234043598175
the the the the the the the mouse two mouses,0.6457633376121521
anyway alotof people,0.45569393038749695
I I s,0.548274040222168
slu,0.0
it was good,0.4318884015083313
but I I the the the woman and the and the two the daughter was absolutely awful,0.3299567401409149
so and so so allofasudden the the the the the the prince prince and and the king,0.488905668258667
and allofasudden have,0.6573975086212158
I lets go,0.4133206605911255
I I I lets go,0.5126091837882996
I I I got the the dress and the and dress and lets go to the snlu,0.2712870240211487
and and lets go the at,0.3008180856704712
and allofasudden the the mother was absolutely awful,0.3566683232784271
and s and so I I I couldnt get it I couldnt get it I couldnt get it home,0.3333313465118408
I couldnt get,0.4320807158946991
I could I could the dress was awful and it was xxx,0.27265438437461853
and I I so the the the the the the the the the the,0.5943514108657837
allofasudden all I I try I I I try this I I I try this,0.6026819944381714
and oh I was I was try,0.273332804441452
it was not a trying,0.40170547366142273
I was I I I was,0.5923959612846375
I I a not its try,0.34312406182289124
isnt that that trying,0.39940714836120605
anyway the oh the su,0.2602086365222931
and allofasudden ke I I not a a a dress and look and,0.277397096157074
so and and the the the the,0.6348791122436523
whattya,0.0
whattya,0.0
I dont know I dont know what they call it,0.44740575551986694
but I the the not the the not not a the bus but the oh oh,0.3331124782562256
I forgot,0.7250593900680542
anyway the the the,0.6325631141662598
see I I was I s,0.3886546492576599
eight I,0.46720123291015625
you see I I eight oclock the the mother and the and the two a daughter was here,0.2771025002002716
I I I ball,0.6646576523780823
the the the the,0.9999993443489075
and I about about allofasudden I I I was about ten ten am,0.325020432472229
allofasudden a the the the prince was good,0.4591190814971924
it was good,0.4318884015083313
it was good,0.4318884015083313
lklu,0.0
the the the and the princess,0.6931040287017822
and allofasudden at,0.5632997155189514
you hadta do he hadta do the Cinderella he,0.31121987104415894
and allofasudden the Cinderella Cine was it was good but the the glass the glass,0.30661365389823914
right there,0.7740391492843628
Cinderella here,0.536945104598999
and and and so Cinderella Cinderella at at at twelve thirty thats it,0.23124508559703827
I couldnt get I couldnt get but I couldnt get but my my my the the dress was nice but allofasudden not nice,0.3055213987827301
the the the the hair,0.6971298456192017
and and so the but the prince the prince I u I couldnt get him,0.28718751668930054
it was awful,0.44585907459259033
so every day finally the he have a slipper,0.32764172554016113
so lets go,0.4522141218185425
and allofasudden the the allofasudden the allofasudden the the prince says the the the prince oh the the the two girls was awful,0.4278135597705841
www,1.0000001192092896
and all so,0.5441957116127014
couldnt xxx,0.39859065413475037
and allofasudden the allofasudden Cinderella was,0.40414488315582275
look at this,0.4148283004760742
and oh and its look at this,0.270383358001709
here we go,0.5876135230064392
look at it,0.3793618083000183
and the the the the not the hat but the,0.5419842004776001
whattya,0.0
not the,0.6207202672958374
it was a the not the not the the the cat but,0.423430860042572
not a cat,0.4108320474624634
rat but second one not,0.3881967067718506
anyway,0.9999999403953552
and allofasudden the the boy the,0.5381932258605957
allofasudden the the the the cat not mean dog rat the rat not the rat but a,0.3390010893344879
whattya,0.0
the second one here,0.5248663425445557
anyway,0.9999999403953552
the the the the oh the the rat was was okay,0.3708840012550354
and allofasudden the the the Cinderella was the the the had,0.5642082095146179
all allofasudden the the Cinderella was nice,0.31017592549324036
and all a sudden the the he here we go,0.3135629892349243
and a the the prince and and the the the prince and Cinderella was so so so together,0.3931187689304352
and,1.0
they go,0.6045669317245483
I dont know,0.538106381893158
Im sorry about it,0.3555479943752289
but whattya,1.0000001192092896
not a rat but,0.4150789976119995
the mouse mouse,0.645334005355835
well yes but it has a problem,0.3643016517162323
anyway,0.9999999403953552
it has a problem,0.42669978737831116
not the not the not the rye but the or xxx,0.39497363567352295
the the oh whole wheat bread,0.3639228940010071
I dont get it or I cant do it o probably,0.34622642397880554
the the the whole wheat bread I like it here,0.38952696323394775
so I I I like I I like whole bray,0.4890022277832031
I I like the nt the toast,0.29485437273979187
not as toast the not as toast but a toast but regular,0.3209928572177887
whattya,0.0
anyway,0.9999999403953552
so I I I not not I not a tiny bit,0.4565606117248535
and about,0.622126042842865
and boomo okay I got the the whole wheat bread,0.28971067070961
and I went to the the the lla peanut butter,0.2606877386569977
oh here,0.5175316333770752
oh here we go,0.42602330446243286
about here,0.7216339707374573
and the the the a jelly,0.510348916053772
I have the I like the jelly grape jelly,0.3222711682319641
depu,0.0
two two two of them,0.5541571974754333
oh yeah woohoo,0.4516676366329193
house,1.0
thats the problem her yeah,0.2994651198387146
home,1.0
susu,0.9999998211860657
octopus,1.0000001192092896
chair,1.0
I dont know,0.538106381893158
but a table a a chair or a bench,0.42231854796409607
oh ohboy boyohboy oh a,0.5385448932647705
a boy,0.5425510406494141
no,0.9999999403953552
h lvay no,0.5247921347618103
h l a vltdou,0.46219953894615173
oh I,0.6519256830215454
uhoh here we go,0.37461355328559875
thats right,0.5069849491119385
h a l l volcano,0.37687310576438904
ohboy,0.0
a canoe,0.5468791127204895
ohboy,0.0
say again please,0.4570254683494568
a e beaver,0.3586811423301697
beaver beaver,1.0000004768371582
this is a,0.574381947517395
can I see it,0.4492378234863281
go go xxx,0.5936005711555481
cactus,1.0
see I I cant I I cant I can do one one I cant do it,0.4047297537326813
but here kuu,0.7218538522720337
raft,1.0
not a raft,0.4096742570400238
a go ahead,0.39562293887138367
hammock hammock,0.9999995231628418
thats it,0.5068684816360474
a,1.0000001192092896
a ssskopu,1.0000001192092896
oh,0.9999998807907104
not not a horse but a,0.46081262826919556
oh go ahead,0.38521209359169006
unicorn,1.0
h unicorn,0.5216734409332275
a go ahead,0.39562293887138367
triangle,1.0000001192092896
I I xxx triangle,0.432341992855072
no go ahead,0.43118274211883545
xxx say again maybe,0.38745027780532837
go ahead,0.6037736535072327
oh the go ahead,0.26777589321136475
xxx,1.0
what is it,0.5288293361663818
what was it call what,0.4311029314994812
go ahead,0.6037736535072327
zfksu,0.0
oh painting s,0.3424345850944519
go ahead,0.6037736535072327
palette palette,1.0
boy I tell you s,0.38753601908683777
tripod,1.000000238418579
pretty good,0.7325064539909363
its its pretty good,0.43592342734336853
I I think I could,0.6569056510925293
if I dont rush what Im trying to say I could get my words across pretty well,0.2718781530857086
yes,0.9999998807907104
ohgosh,0.0
I think it was the day after MothersDay,0.3231428563594818
I I think thats when it was,0.38097941875457764
I was,0.5414456129074097
it was a a a Sunday night I think,0.32884135842323303
and I dont remember anything at all,0.2935492992401123
on the next day I was sposta babysit my great niece,0.20926180481910706
my niece called her mother and said I wasnt there yet,0.2171761393547058
what was youknow what what should she do,0.3907020688056946
and her mother had said to call my son,0.2809995114803314
so she called by his house,0.27408701181411743
and she got my daughter inlaw who was I think home or getting ready for work or at work,0.21264661848545074
I dont know,0.538106381893158
she said she didnt hear from me,0.2609071433544159
and she said that she would get in touch with my son,0.24246104061603546
my son she got called Peter and he told her to call the police station,0.2085295170545578
now he had left the house already,0.391839861869812
he was on his way up New York state,0.21274054050445557
he works for the government,0.39173370599746704
I and he was working he was going up for a meeting,0.27316033840179443
and he would see her on his while he was he would turn around and come home,0.2944926619529724
she called the police station and she got the police to come to my house,0.2828109562397003
she and the police got there at the same time,0.3130601942539215
they hadta break the glass on the door in order to get in,0.29454952478408813
they found me laying on the floor,0.30802983045578003
so I imagine I had been out from the night before,0.30483970046043396
they I I dont remember them being there,0.41851675510406494
and I dont remember them calling the ambulance,0.2866673767566681
and I dont remember going to the hospital,0.27948036789894104
but they took me to the hospital,0.3307744264602661
and I dont remember when I woke up but I woke up in the in the hospital,0.2160327136516571
so it was I dont know sometime in the afternoon I guess that I woke up at the hospital,0.23695823550224304
and thats where I was,0.30920347571372986
well I I was at the hospital,0.28086358308792114
and I I remember them taking me to on the wheelchair out to the r to the like an area in the in the hospital that was very nice,0.2540663182735443
it was outside and it was,0.39605847001075745
we were outside,0.4579116404056549
it was nice and they we we spent alotof time over there,0.27877160906791687
they I dont know how long I was in the hospital,0.2535425126552582
from there I went to the Regent Care facility,0.21704170107841492
was outof the hospital,0.31490471959114075
it was Regent Care is a place where they had me go where I stayed to get my bearings where I was able to get my bearings,0.21336856484413147
and I over there I I had I I had,0.42930907011032104
I dont know what what else,0.49140214920043945
I went to get,0.3741236925125122
over there they they taught me to alotof things I guess,0.34821733832359314
I dont remember everything they taught me,0.40059033036231995
and I I hadta go to different stages I think of,0.2911941409111023
geewhiz,0.0
I dont know where to what else,0.3856317400932312
I I hadta do different things over there,0.41800814867019653
and I I guess I did them all because they let me go,0.4075314700603485
my son found out about this place and he enrolled me here,0.25194135308265686
I I dont m remember,0.3769688904285431
I I know I had in the Regent Care I I had they had me do alotof things but I dont remember what they were,0.2827690541744232
something when I was a kid or recently,0.2933657467365265
well I had I was raised by my mother father and sister and grandmother,0.3108668327331543
my fathers mother,0.5737809538841248
and she was Italian,0.39648503065109253
she didnt speak any English so I learned to speak Italian,0.261669784784317
and she we we liked her very much,0.34482342004776
we lived together until she passed away,0.3151317238807678
and that was in nineteen forty forty seven I guess,0.3220246136188507
and then I I lived with I stayed with my my mother and father and sister,0.3141993284225464
my mother and I were very close,0.3119577169418335
my husband who I was going out with at the time knew my grandmother,0.2555336058139801
and she useta tease him because he didnt speak Eng I Italian,0.2272617071866989
and I she useta say call him something,0.3518858253955841
I cant remember what it was now,0.3317605257034302
and he useta laugh,0.37931475043296814
and then I got married and I had my children,0.2936118543148041
I cant remember anything else,0.41750672459602356
I had,0.5869733095169067
I dont remember what else you wanted to know,0.43066537380218506
yes she she she did,0.5509898662567139
she taught me quite a few things,0.3255546987056732
I dont know if I remember everything now,0.4649413824081421
but she she taught me alot,0.36249884963035583
my my mother didnt speak any Italian but she understood my grandmother and my grandmother understood her,0.3076831102371216
and she she spoke very highly of her of her,0.31774863600730896
okay,0.9999999403953552
its cute,0.4109744131565094
it the firemen are it its,0.39362773299217224
I have firemen in my family so I am familiar with,0.27133819460868835
www,1.0000001192092896
it looks like hes saving the girl,0.2835582494735718
I dont know why,0.510981023311615
but he doesnt seem to be a getting,0.3060121536254883
yes,0.9999998807907104
I dont know,0.538106381893158
www,1.0000001192092896
Cinderella was a little girl who lived with her stepmother and s stepsisters,0.2794395089149475
she was treated like a stepdaughter who hadta do the laundry and all the hard work in the house,0.2583710849285126
and as she grew up she she one day she was a grownup,0.2823372185230255
and she went she was asked,0.359908789396286
no she she wasnt asked,0.3115119934082031
she heard about the girls going to a ball,0.27854084968566895
she was excited for them but she knew she couldnt go,0.28920742869377136
then she found the dress and she went to the ball,0.31251174211502075
and she was excited about it,0.3238530457019806
she had she she was excited,0.4892004728317261
she went to the ball,0.3188563287258148
and she went she went to the the ball,0.32522791624069214
and she was all dressed up,0.3006969690322876
and she went with the carriage,0.38392704725265503
and she enjoyed herself,0.42319703102111816
she danced and had a great time at the at the ball,0.2860739827156067
but she hadta be home before midnight,0.4038740396499634
and it was close to midnight and she was going home and shed lost a slipper,0.2609948217868805
she went home and she she went home from the ball but she when she got home she was all dressed up in her old clothes again,0.28294214606285095
and she the meantime the fella,0.38805001974105835
so he got to the house,0.3061819076538086
and he wanted to know if she if the slipper was hers,0.29205119609832764
it wasnt it didnt belong to any of the other two girls,0.2285999357700348
so he says he wanted her to try it,0.3534979820251465
and it was her slipper,0.3225783109664917
and he,0.5471725463867188
and he it was she tried on the slipper,0.2877003252506256
it was hers,0.5001563429832458
and he was madly in love with her,0.2973688840866089
and thats the end of the story,0.3849785327911377
okay,0.9999999403953552
peanut butter and jelly,0.48653608560562134
youd get two slices of bread,0.24912776052951813
youd put peanut butter on one slice and jelly on on the peanut butter,0.2529175579547882
cover it with the other slice,0.3739355504512787
and make a sandwich outof it,0.2663038969039917
yes,0.9999998807907104
oh,0.9999998807907104
it isnt anything like my previous speech,0.2716436982154846
but I was dumb,0.40588101744651794
woke up dumb,0.36344340443611145
so I didnt complain,0.43702223896980286
and I go to school for speech,0.27009499073028564
and I speak,0.3792213499546051
and I a little bit a little bit a little bit a little bit,0.5015793442726135
yes,0.9999998807907104
no,0.9999999403953552
because I was in and out of consciousness,0.31489771604537964
nothing,1.000000238418579
I woke up when I was taken outof,0.24987539649009705
well I was in the hospital,0.3130667507648468
and its gunning alright,0.4894254803657532
and,1.0
so I have nothing until I woke up in the middle of taking me to another hospital,0.23457428812980652
no,0.9999999403953552
but the hospital told me,0.31337860226631165
the the hospital told me but I dont remember,0.26625439524650574
oh I go to gym,0.2976033389568329
and gym,0.4716343879699707
well gym in the hospital where I was,0.2794356346130371
and I was,0.36448144912719727
well first inhouse and then out patient but not in the regular,0.35260024666786194
I go to the school near the house,0.28598472476005554
and I was,0.36448144912719727
and then I was taken in in well this place,0.31354331970214844
and I wanna get better so,0.3735100030899048
oh well more recently I was,0.2674822509288788
and I think thats sad,0.30209940671920776
and now I get a new husband and I dont care,0.23006561398506165
and new new life,0.5432732105255127
